assessment_id,entity_id,name,category,description,duration_minutes,job_levels,languages,remote,adaptive,url
A3746,3746,PJM Development Report,"['Competencies', 'Ability & Aptitude', 'Personality & Behavior']","The Person-Job Match Report is unique in that it
matches the performance potential of the
individual to the job’s specific competencies. This
provides you with a comprehensive and insightful
understanding of person-job fit.  The PJM Development report is written to support competency focused development of an individual.

In a development context, this report can be used: To identify specific areas of strength and weakness that may impact on the individual?s 
performance.As the basis for identifying areas for development and development planning. For discussing fit to future roles and career planning.",,"['Mid-Professional', 'Graduate', 'Manager']","['Italian', 'English International', 'English (USA)', 'French (Canada)', 'Portuguese (Brazil)', 'Latin American Spanish']",True,False,https://www.shl.com/products/product-catalog/view/pjm-development-report/
A3484,3484,PJM Selection Report,"['Ability & Aptitude', 'Competencies', 'Personality & Behavior']","The PJM Report provides a clear indication of each candidate's ""degree of fit"" to a role.  Provides targeted assessment results that match individuals with jobs . Links the essential/desirable competencies for a specific job with an individual’s competency potential. Provides an overall Match (or fit) Score useful in ranking/sorting candidates for selection 
and/or development (e.g. Talent Audit).  It provides a highly visual profile of a candidate's strengths and limitations against identified required competencies. Includes a summary table that enables prioritisation of action planning for development of critical competencies for an individual (by tabling Competency Potential against Job Importance for the role). It includes highly descriptive statements about a candidate's strengths and development  needs/limitations. 
The extended report versions include proposed competency-based interview questions 
to enable probing of specific situations in which the candidate might have 
demonstrated critical job behaviours. 
  
The PJM Report is designed for use by line managers and HR professionals in selection and 
development situations. It is valuable for identifying an individual's overall fit as well as likely areas of 
strength and weakness relative to their behaviour at work. 
 
In a selection context, this information can be used: For making interviewers aware of the areas that may need further probing. As a basis for suggesting and creating relevant interview questions. For identifying the relative strengths and weaknesses of shortlisted candidates.",,"['Mid-Professional', 'Manager']","['Italian', 'English International', 'English (USA)', 'Portuguese (Brazil)', 'Latin American Spanish', 'French (Canada)']",True,False,https://www.shl.com/products/product-catalog/view/pjm-selection-report/
A4042,4042,Polymer Engineering (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of characterization of polymers, processing, synthesis, testing and applications in daily life.",8.0,"['Professional Individual Contributor', 'Graduate', 'Mid-Professional']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/polymer-engineering-new/
A4118,4118,Power Electronics and Drives (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of power semiconductor devices, power electronic converters, drives and control systems.",15.0,"['Mid-Professional', 'Professional Individual Contributor', 'Graduate']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/power-electronics-and-drives-new/
A4117,4117,Power System Engineering (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of power generation and transmission, electrical machines, power systems and drives, control and instrumentation, fluid mechanics and machines.",12.0,"['Graduate', 'Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/power-system-engineering-new/
A4095,4095,Prism (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of modules, patterns and other basic concepts of using the Prism library.",4.0,"['Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/prism-new/
A4121,4121,Production and Industrial Engineering (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of production technology, quality management, and design and planning of manufacturing systems.",13.0,"['Graduate', 'Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/production-and-industrial-engineering-new/
A4120,4120,Production Engineering (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of production technology and analysis, metal cutting, tool design, material science and CIM.",10.0,"['Graduate', 'Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/production-engineering-new/
A219,219,Programming Concepts,['Knowledge & Skills'],"The Programming Concepts test measures knowledge of the core aspects of computer science programming that is valid across programming languages. Designed for all programmers, this test covers the following topics:  Algorithms, Complex Data Types, Data Access, Productivity and Quality, Program Flow, Program Structure, Programming Paradigms, User Interface, Variables, Data Types, and Operators.",25.0,"['Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,True,https://www.shl.com/products/product-catalog/view/programming-concepts/
A3769,3769,Project Management (2013),['Knowledge & Skills'],"The Project Management (2013) test measures knowledge of how to manage projects to ensure that objectives are completed on time and within budget. The test is based on Project Management Institute's (PMI's), Project Management Body of Knowledge (PMBOK) Fifth Edition methodology. Designed for all professionals, this test covers the following topics: Project Communications Management, Project Cost Management, Project Human Resource Management, Project Management Characteristics, Project Management Methodologies, Project Procurement Management, Project Quality Management, Project Risk Management, Project Scope Management, Project Stakeholder Management, and Project Time Management.",30.0,"['Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,True,https://www.shl.com/products/product-catalog/view/project-management-2013/
A393,393,Proofreading v1,['Knowledge & Skills'],"This assessment measures ability to read for errors involving spelling, punctuation, grammar and word choice.  It also measures ability to correct those errors.",6.0,"['Entry-Level', 'Mid-Professional']","['English International', 'English (USA)']",True,False,https://www.shl.com/products/product-catalog/view/proofreading-v1/
A4123,4123,Python (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of Python programming, databases, modules and library.",11.0,"['Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/python-new/
A4124,4124,R Programming (New),['Knowledge & Skills'],Multi-choice test that measures the knowledge of R programming and its application in statistics.,13.0,"['Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/r-programming-new/
A4177,4177,ReactJS (New),['Knowledge & Skills'],"Multi-choice test that measures the technical knowledge of React APIs, render function, JSX, form validation and styling.",10.0,"['Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/reactjs-new/
A3472,3472,Reading Comprehension - English v1,['Ability & Aptitude'],"The Reading Comprehension - English 
assessment provides a general measure of 
English reading comprehension. This test is 
comprised of items that contain a passage 
that you must read in order to answer the 
question being asked. The questions focus 
on the candidate's ability to demonstrate an 
understanding of the passage. Questions 
may be specific in nature, with answers that 
can be found almost word for word in the 
passage.  For example, the question may ask 
for a date, name or place that can be found by 
closely reading through the passage. 
Alternatively, the questions may be general in 
nature, with answers that can be determined 
only by fully understanding the meaning of the 
passage. ""What is the theme of the 
passage?"" or ""What is the mood of the 
author?"" are examples of general questions 
the candidate may be asked.",35.0,"['Entry-Level', 'Front Line Manager', 'Manager', 'Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,True,https://www.shl.com/products/product-catalog/view/reading-comprehension-english-v1/
A543,543,Reading Comprehension - Spanish v1,['Ability & Aptitude'],"The Reading Comprehension - Spanish assessment provides a general measure of Spanish reading comprehension. This test is comprised of items that contain a passage that must read in order to answer the question being asked. The questions focus on the ability to demonstrate an understanding of the passage. Questions may be specific in nature, with answers that can be found almost word for word in the passage. For example, the question may ask for a date, name or place that can be found by closely reading through the passage. Alternatively, the questions may be general in nature, with answers that can be determined only by fully understanding the meaning of the passage. ""What is the theme of the passage?"" or ""What is the mood of the author?"" are examples of general questions that may be asked.",26.0,"['Entry-Level', 'Front Line Manager', 'Manager', 'Mid-Professional', 'Professional Individual Contributor']",['Latin American Spanish'],True,True,https://www.shl.com/products/product-catalog/view/reading-comprehension-spanish-v1/
